age,male,part_time,area_of_birth,area_of_work,wage,job_tenure,firm_age,firm_size,precarious_job,firm_sector,skill_level,categoria,macrogruppo,agr_alim,tess_abbigl,manif_leggera,chim_materiali,metalmeccanica,util_trasporti,serv_avanzati
49,0,0,2,2,1500,2,46,3,0,45,3,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
57,0,1,2,2,500,4,36,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
49,1,0,2,2,400,2,11,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
23,1,0,3,3,400,1,12,1,0,52,1,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
32,0,0,2,2,550,2,33,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
57,1,0,4,4,750,2,10,4,0,60,3,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
53,0,0,4,1,350,1,20,1,1,21,2,Fabbricazione di prodotti farmac,Chimica e Materiali,0,0,0,1,0,0,0
23,0,1,5,5,350,1,7,4,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
38,1,0,2,2,800,1,40,4,0,55,3,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
35,1,0,5,1,1200,1,31,4,0,72,4,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
35,0,0,4,1,400,2,14,4,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
57,1,0,3,3,1300,5,10,4,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,3,3,400,1,2,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
49,1,0,6,1,250,0,0,2,0,63,2,Attività dei servizi di informa,Servizi Avanzati,0,0,0,0,0,0,1
38,1,0,2,2,750,2,23,2,0,31,3,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
26,0,0,4,2,600,0,16,3,1,75,3,Servizi veterinari,Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,1,1,550,1,3,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
32,1,0,6,1,400,1,2,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
51,0,0,5,1,550,1,6,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
34,0,1,5,5,600,1,6,2,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
46,0,0,1,1,550,2,12,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
45,0,0,6,1,400,0,11,4,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
41,1,0,4,4,450,0,23,1,0,50,2,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
24,1,0,6,4,350,1,37,2,1,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,4,4,700,4,39,4,0,21,2,Fabbricazione di prodotti farmac,Chimica e Materiali,0,0,0,1,0,0,0
44,1,0,4,2,250,0,3,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
60,1,0,5,5,400,2,46,1,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
44,1,0,2,1,450,2,39,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
36,1,0,1,1,700,1,1,2,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
45,1,0,6,4,450,2,26,2,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
26,1,1,6,1,400,1,3,1,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
45,0,1,1,1,350,1,13,1,0,22,2,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
58,1,0,1,1,500,2,20,3,0,34,2,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
32,1,0,6,3,350,0,0,2,1,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
42,1,0,3,3,500,1,7,2,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
42,1,0,2,2,900,4,9,4,0,41,3,Costruzione di edifici,Utilities e Trasporti,0,0,0,0,0,1,0
39,0,1,6,3,450,2,14,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
27,1,1,4,4,450,1,13,2,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
20,0,0,1,1,350,1,15,1,0,66,1,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
23,0,1,4,4,300,0,0,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
41,1,0,5,5,500,2,63,4,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,4,1,650,0,17,4,1,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
52,0,1,3,3,350,1,31,4,0,85,2,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,5,1,650,4,39,2,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
50,0,0,5,5,400,1,46,4,1,75,3,Servizi veterinari,Servizi Avanzati,0,0,0,0,0,0,1
27,0,1,1,1,600,1,6,1,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
39,1,1,3,3,400,1,1,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
46,0,0,2,2,600,2,8,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
31,0,0,1,1,400,1,1,1,0,36,3,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
41,0,1,6,1,350,1,11,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
59,1,0,3,3,450,2,28,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
57,0,1,3,3,350,1,0,1,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
42,0,0,3,3,800,3,3,3,0,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
44,1,0,1,1,550,2,34,2,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
40,1,1,4,3,550,1,36,4,0,63,2,Attività dei servizi di informa,Servizi Avanzati,0,0,0,0,0,0,1
28,0,0,6,2,450,0,14,1,1,55,3,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
59,1,0,3,3,650,3,17,2,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
47,0,0,1,1,1300,3,11,4,0,60,4,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
26,1,0,1,1,450,1,4,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
49,1,0,2,2,800,2,53,3,0,45,3,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
24,1,0,1,1,400,1,26,2,0,32,2,Altre industrie manifatturiere,Manifatturiera Leggera,0,0,1,0,0,0,0
54,1,1,4,4,350,1,3,2,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
41,1,0,6,3,450,1,4,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
25,0,1,6,2,300,0,2,1,0,17,2,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
37,1,0,3,2,800,2,10,4,0,60,3,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
48,0,1,2,2,450,2,12,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
27,0,0,3,4,500,0,0,1,1,92,3,Attività giochi azzardo,Servizi Avanzati,0,0,0,0,0,0,1
54,1,0,4,1,550,3,17,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,0,1,1,700,3,11,2,0,24,3,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
54,1,0,6,2,400,1,32,2,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
48,0,1,3,3,450,1,4,2,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,5,5,400,3,50,1,0,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
25,1,0,6,1,450,0,1,1,1,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
44,1,0,5,5,500,0,0,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
34,1,0,1,1,600,1,38,2,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
28,0,0,3,3,500,1,2,1,0,18,1,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
43,0,0,1,1,600,5,36,2,0,15,3,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
41,1,0,6,2,350,0,11,2,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,6,1,400,1,7,1,0,90,2,"Attività creative, artistiche",Servizi Avanzati,0,0,0,0,0,0,1
33,0,1,1,1,450,1,2,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
27,0,0,3,1,500,1,2,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
29,1,0,1,1,500,2,6,1,0,70,2,Attività di direzione aziendale,Servizi Avanzati,0,0,0,0,0,0,1
50,0,0,3,3,350,2,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
38,0,0,4,2,400,1,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
45,0,0,5,4,600,2,34,2,0,45,3,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
48,1,0,1,2,1100,4,10,3,0,21,3,Fabbricazione di prodotti farmac,Chimica e Materiali,0,0,0,1,0,0,0
43,1,0,6,5,400,2,16,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
39,0,0,4,1,950,1,31,3,0,24,4,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
39,0,1,4,1,450,1,12,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
45,0,0,1,1,550,3,34,2,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
48,1,0,2,1,750,1,20,2,0,35,3,Fornitura di acqua,Utilities e Trasporti,0,0,0,0,0,1,0
50,1,0,6,1,1100,1,37,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
40,1,0,1,1,750,0,3,2,0,41,2,Costruzione di edifici,Utilities e Trasporti,0,0,0,0,0,1,0
21,1,0,1,1,350,0,5,1,0,50,1,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
32,0,0,2,2,500,1,18,2,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,4,4,450,3,9,3,0,20,2,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
38,0,1,1,1,550,2,18,2,0,22,3,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
48,0,1,3,3,350,1,8,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
34,0,0,3,3,800,0,10,4,0,60,3,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
39,0,1,1,1,300,3,19,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
45,1,0,5,5,350,3,39,4,0,34,2,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
30,1,0,4,1,400,0,60,4,1,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
60,0,1,3,3,600,2,14,4,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
37,1,0,1,1,450,1,12,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
40,0,0,2,2,350,0,0,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
24,1,0,6,2,400,0,1,1,0,45,1,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,0,1,1,400,2,43,2,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
47,0,1,5,1,450,2,29,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
43,0,1,1,1,550,2,9,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
52,0,1,4,4,450,3,18,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
27,0,0,4,4,250,0,2,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
28,0,0,6,1,400,1,12,2,0,55,1,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
43,1,0,2,1,450,1,44,2,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
54,1,0,2,2,1050,5,38,2,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
56,1,0,2,2,700,3,17,1,0,34,2,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
26,1,0,5,5,350,1,18,1,1,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
32,1,0,1,1,950,0,7,2,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
49,1,0,2,2,650,4,40,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
32,1,0,5,2,550,2,44,3,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
50,1,0,2,2,550,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
59,0,0,2,2,600,5,36,2,0,24,3,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
39,1,0,2,2,650,2,9,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
36,1,0,6,4,450,1,5,2,0,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,1,1,950,1,9,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
31,1,0,4,1,550,1,21,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
52,1,0,4,4,550,5,7,4,0,35,2,Fornitura di acqua,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,1,2,2,650,2,27,2,0,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
34,0,0,1,1,600,1,23,4,0,23,3,Fabbricazione di altri prodotti,Chimica e Materiali,0,0,0,1,0,0,0
41,1,0,1,1,400,2,36,2,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
60,0,1,4,4,400,3,13,1,0,85,2,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
33,0,0,4,4,350,1,5,1,0,18,3,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
29,0,0,1,1,850,2,21,1,0,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,5,5,300,2,11,1,0,05,2,Estrazione di carbone,Agricoltura e Alimentare,1,0,0,0,0,0,0
38,0,0,1,1,500,3,6,3,0,24,3,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
31,0,0,1,1,450,3,31,2,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
41,0,0,2,2,550,1,23,3,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
48,1,0,5,5,400,0,5,4,0,41,2,Costruzione di edifici,Utilities e Trasporti,0,0,0,0,0,1,0
36,0,1,4,1,800,1,2,1,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
40,0,1,6,3,400,1,8,1,0,45,3,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
49,0,0,1,1,750,1,14,2,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
54,0,1,1,2,450,3,18,3,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
48,1,0,6,3,300,1,40,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
30,1,0,5,5,700,1,60,4,0,64,4,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
50,1,0,6,1,500,2,11,4,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
44,1,0,3,3,450,2,11,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,1,3,3,500,1,2,1,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
28,1,0,6,2,450,1,6,3,1,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
49,1,0,3,3,450,4,25,2,0,19,2,Fabbricazione di coke e prodotti,Chimica e Materiali,0,0,0,1,0,0,0
41,1,0,6,3,450,2,26,2,0,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
42,0,0,5,5,450,2,25,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
32,1,0,4,4,400,1,28,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
60,1,0,5,1,600,2,1,3,0,24,2,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
47,0,1,1,1,450,2,39,4,0,55,3,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
53,1,0,4,4,700,4,48,3,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
58,0,1,1,1,650,2,7,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
43,1,0,1,3,350,0,25,3,1,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
46,1,0,1,1,450,2,28,2,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
47,0,1,5,5,500,1,30,2,1,75,3,Servizi veterinari,Servizi Avanzati,0,0,0,0,0,0,1
31,1,0,4,4,350,1,10,2,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
51,1,0,1,1,600,1,12,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
25,0,1,4,4,300,0,2,1,0,52,1,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
40,1,0,6,2,500,1,9,4,0,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
38,1,0,6,1,350,0,38,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
29,0,0,4,4,400,1,13,1,0,19,3,Fabbricazione di coke e prodotti,Chimica e Materiali,0,0,0,1,0,0,0
55,1,0,2,1,850,2,36,2,0,50,2,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,3,3,350,0,1,1,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
44,1,0,6,2,400,2,9,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
29,1,0,3,3,400,0,8,2,1,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
23,1,0,1,1,450,0,39,4,0,33,2,"Riparazione, manutenzione ed ins",Metalmeccanica,0,0,0,0,1,0,0
25,1,0,1,3,350,0,29,4,0,74,1,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
40,0,0,1,1,400,1,40,2,0,85,2,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
36,1,0,1,1,1000,0,46,4,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
47,1,0,6,4,350,0,11,2,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
43,1,0,6,1,550,3,1,3,0,24,2,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
48,1,0,2,2,1000,3,59,3,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
27,1,0,6,2,450,2,10,1,0,37,2,Gestione delle reti fognarie,Utilities e Trasporti,0,0,0,0,0,1,0
24,1,0,4,4,350,1,5,1,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
41,0,1,6,2,500,3,23,3,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,5,3,1350,2,40,4,0,64,4,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
40,1,0,5,5,350,2,12,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
36,1,1,4,3,350,1,7,4,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,5,5,500,1,9,4,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
57,1,0,5,5,850,3,46,3,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
51,0,0,4,4,900,5,50,4,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
41,1,0,6,5,450,0,21,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
47,0,0,1,1,600,3,13,4,0,55,3,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,6,2,500,1,23,4,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
48,1,0,4,4,400,5,25,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
32,1,0,6,3,350,1,2,1,0,20,2,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
39,1,0,2,2,550,0,1,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
33,0,0,1,1,300,1,5,1,0,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
40,0,0,4,1,450,0,21,1,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
47,1,0,4,4,800,4,54,2,0,23,2,Fabbricazione di altri prodotti,Chimica e Materiali,0,0,0,1,0,0,0
25,1,0,2,2,400,1,45,1,0,01,2,Coltivazioni agricole e produzio,Agricoltura e Alimentare,1,0,0,0,0,0,0
54,1,0,6,1,300,1,11,3,0,63,2,Attività dei servizi di informa,Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,3,3,500,4,20,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
43,1,0,5,5,750,4,85,4,0,37,3,Gestione delle reti fognarie,Utilities e Trasporti,0,0,0,0,0,1,0
51,0,1,3,3,450,1,35,3,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
41,1,0,6,2,500,2,38,2,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
28,1,0,4,2,450,1,10,4,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
30,1,0,4,1,1000,0,44,3,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
33,0,0,1,1,450,1,24,1,0,22,3,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
42,1,0,5,5,300,0,0,1,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
43,1,0,5,5,650,2,19,2,0,50,3,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
60,1,0,2,2,1300,2,46,3,0,45,4,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
26,0,1,6,3,350,0,2,1,1,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
33,0,0,6,3,1000,0,2,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
51,0,0,3,1,400,3,39,2,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
29,0,0,2,2,350,0,1,1,0,70,1,Attività di direzione aziendale,Servizi Avanzati,0,0,0,0,0,0,1
33,0,0,2,2,350,1,1,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
58,1,0,3,3,1250,2,12,4,0,64,4,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
52,1,0,2,2,850,5,12,2,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
34,1,0,3,3,1050,1,40,4,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
34,1,0,6,1,450,0,0,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
30,1,0,1,1,400,2,7,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
31,1,0,3,1,750,1,8,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,1,1,650,2,20,2,0,34,2,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
26,1,0,6,3,350,1,7,1,0,45,1,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,4,4,300,0,0,3,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
41,0,1,2,2,400,1,11,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
59,0,1,1,1,350,1,25,2,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
25,1,0,5,5,450,0,8,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
47,0,1,2,2,400,4,18,1,0,17,2,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
36,1,0,2,2,550,1,20,2,0,20,3,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
32,0,0,2,2,350,2,27,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
33,1,0,2,2,500,3,53,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
59,1,0,4,4,750,4,40,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
